text,label,palavras tóxicas,palavras não tóxicas,palavras neutras,contagem tóxica,contagem não tóxica,contagem neutras,contagem de palavras,contagem de letras
na hora d toma da nossa bebida e fica chupando meu pau eh nosso amigo nekkkkkkkkkkkk,1,1,1,1,15,14,14,16,84
as definies de ridculo foram atualizadas.,1,1,1,1,5,5,5,6,41
mrio ficou to puto q no quis assistir o ltimo ep at o final,0,1,1,1,13,14,13,14,59
ta querendo pegar o bofe do outro vadia,1,1,1,1,8,7,7,8,39
bom dia o caralho,0,1,1,1,4,4,4,4,17
nem fale eu no sei oq eh pior os viado ou os htero,1,1,1,1,13,13,13,13,50
liberdade de ficar preso babaca,1,1,1,1,5,5,5,5,31
nem dormir ainda pqp,0,1,1,1,4,4,4,4,20
"intuio filha da puta, vi uma coisa e ja fiquei mal pq at sei oq aconteceu",0,1,1,1,15,16,15,16,73
"nem sei que porra de curso  esse, s sei que tenho todas as figurinhas kkkkk",1,1,1,1,15,15,15,15,75
Aviso aos Z Ruela que entram errado no retorno e me fecham!  Enfio a mo na buzima pq no posso enfiar na cara! Pega a faixa certa Seu Arrombado do ! Pra no bater na carnia do carro ainda tenho que frear! TNC!,1,1,1,1,41,33,33,43,207
"nada pra fazer, m tdio",0,1,1,1,5,5,5,5,22
china constri a maior usina de gerao de energia a partir de lixo do mundo,0,1,1,1,12,14,12,15,73
tentei de td vtnc tb,1,1,1,1,4,5,4,5,20
no  passar  vergonha...,0,1,1,1,3,2,2,3,23
"o projeto deste governo dando certo

os fundos do paulo guedes agradecem",0,1,1,1,10,11,10,12,72
"porra,  isso!",1,1,1,1,2,2,2,2,13
parou de falar com a nayala?  crlh toda hora a msm pergunta ?,0,1,1,1,12,13,12,13,61
o sua monica do caralho vo ti deita na porrada se eu volta ai ein   vai toma no cu       filha da puta,1,1,1,1,22,21,21,22,102
"devia ser uma regra n? responder tweet de ship s quem for daquele ship

vi um tweet mo engraado e fofo e apareceu uma pessoa de outro ship fazendo um comentrio super desnecessrio e arrogante s pq no era com o ship dela eu chamo de surtada",0,1,1,1,43,47,43,47,238
gabriel  o homem mais lindo que eu j vi na minha vida,0,1,1,1,12,12,12,12,53
meu deus do cu eu t cansada d+ passando pano nessa casa puta que pariu  parece que corri uma maratona,1,1,1,1,19,20,19,20,101
privilegiados so os meninos que podem passar a mo pelo peitoral do namjoon pqp queria tanto,0,1,1,1,14,15,14,16,91
vou fazer postagens bonitinhas pro meu namo pq sou mt boiola,0,1,1,1,9,11,9,11,60
Rei do Baio e dolo da msica nordestina morreu de pneumonia aos 76 anos. Luiz Gonzaga foi o primeiro artista a fazer uma turn pelo Brasil em cima de um caminho. Relembre na #ColunaMemria:  #GloboNews #Edicao10,0,1,1,1,24,35,24,36,208
"Segundo o livro,esse sujeito tinha 300 mil soldados de prontido que apoiava o Bolsonaro., pr dar um Golpe de Estado,caso Haddad vencesse as eleies.
V E R G O N H O S O....................
Esse 300 mil esto satisfeitos agora.?",0,1,1,1,28,39,28,40,225
"um viadinho de frias resumisse nisso

eu acertei 13 de 15! e voc?  #testepoptime via",1,1,1,1,15,11,11,15,84
essas meninas jogam dms pqp,1,1,1,1,5,5,5,5,27
pf prende 4 suspeitos de invadir celular de moro.,0,1,1,1,7,8,7,9,49
"MAS O SALLES MOSTROU QUE O DETER EST FALHO E O QUE VALE SAO OS DADOS ANUAIS!

Aqui est a analise de concordncia entre o Prodes (anual) e o Deter-B (dirio)",0,1,1,1,18,30,18,31,154
imprensa mentirosa e maldita! no adianta vomitar essas fake news. povo acordou pra essa mdia imunda!,1,1,1,1,15,12,12,16,100
vou apagar as conversas e fingir q nunca existiu,0,1,1,1,9,9,9,9,48
virios furos na orelha  lindo e s minha opinio importa,0,1,1,1,8,9,8,10,54
"s tem cenoso perto de mim viu, pqp kkkmk",1,1,1,1,8,7,7,9,40
sempre tem aquele  que a gente gosta muito  tipo fav mesmo a gente ama os tweets e queria muito ter uma amizade mas tem medo de ser ignoradx pq o   famosinho,0,1,1,1,29,30,29,31,157
infelizmente,0,1,1,1,1,1,1,1,12
poxa miga t feio,0,1,1,1,4,4,4,4,16
"caraio kkkkkkk
to quebrando hein",0,1,1,1,4,5,4,5,32
"eu DESISTO de cantar zimbra
o tom de voz das msicas ACABA COM A MINHA GARGANTA
ou  muito baixo, ou  muito alto, ou tem uma tcnica vocal do caralho QUE EU NO SEI USAR
EU CONSIGO CANTAR &gt;TAKE ME TO CHURCH&lt; MAS NO CONSIGO CANTAR &gt;VIVA&lt;
olha sinceramente...",0,1,1,1,35,47,35,48,265
tetinha de brigadeiro toda vez que eu passo do seu lado sinto um cheirinho de cachorro morto se enxerga porra quero mais  que voce se foda filha de um saco de adubo cadela sarnenta eu espero que voce se foda se foda,1,1,1,1,41,37,37,42,215
o meu t desde 2019 quando saiu a poesia acstica 7,0,1,1,1,9,11,9,11,49
"os melhores viles ever passando na sua tl
#descendants3",0,1,1,1,7,8,7,9,55
olha o pensador da esquerda ae kkkkkkkkkkkkkkkkk,1,1,1,1,7,6,6,7,48
sem dvidas deve ser a pior dor que existe,0,1,1,1,9,9,9,9,41
caralho mano eu to sonhando???,1,1,1,1,4,4,4,5,30
"ela bebe fuma, bebe fuma, pia papagaio traz as vagabunda",1,1,1,1,10,7,7,10,56
melhor lugar pra relaxar.,0,1,1,1,3,3,3,4,25
"porra que linda, vcs deviam aprender a n se meter na vida dos outros",0,1,1,1,13,14,13,14,68
"cu eh igual bolo de aniversrio, ns passa o dedo, se a dona no reclamar ns come.. kkkkkkkkkkkkkkkkkkkkkkkkkkkkk",1,1,1,1,17,16,15,18,110
bro eu ja queria ter chegado na dm de tanta gente da tl pra amigar mas sei que no vou conseguir manter uma conversa sem dizer o quanto eu quero dar furiosamente pro jongin,0,1,1,1,30,34,30,34,171
"E hj o PARABNS  vai pro gostoso,maravilhoso, talentoso e delicioso Loreto ( )
 Parabns muitas gozadas nessa nova data",1,1,1,1,19,15,15,19,117
grupo da sala a partir fe agora: quantos cdigos o torquato mandou ler mesmo?,0,1,1,1,11,14,11,14,76
"eu no tenho um guarda chuva, pqp",0,1,1,1,7,7,7,7,32
kkkk vagabundo marola mano ver legal,1,1,1,1,6,6,6,6,36
ahahahah!...um acordo de cavalheiros? que cavalheiros? podem escroques criminosos ser cavalheiros?...,1,1,1,1,9,6,6,11,101
sai fora caraio,1,1,1,1,3,3,3,3,15
"se for pretinho e pagodeiro, to dentro",0,1,1,1,6,7,6,7,38
j  no final de tudo ele me destruiu!,0,1,1,1,7,7,7,8,36
"kjashjk pqp eu so me enrolo mas esse semestre a gente vai 

papo 10",0,1,1,1,12,13,12,14,67
"meu sinhor, psicologia na puc est custando 3.650.......  de cair o cu da bunda",1,1,1,1,14,11,11,14,78
kkkkkkkkkkkkkkk meu vsf eu to muito triste por ter deixado ele triste affs,0,1,1,1,13,12,12,13,74
"Aaaaaaaahahahahaahahahahahahahaha t com medo, baranga?! Prepara que que vai dar polcia!!!! #CorreVerdevaldo",1,1,1,1,10,7,7,12,107
sei l mas isso me lembrou crepsculo????????? qndo rola o tchan com a filha e o jacob,0,1,1,1,13,16,13,17,84
muito legal sua reflexo,0,1,1,1,4,4,4,4,23
pqp quero ir na riachuelo logooooooo,0,1,1,1,4,5,4,6,36
porra chankai assim vcs me fazem ficar boiola logo cedo,1,1,1,1,10,9,9,10,55
acho um cu quando fazem as coisas sem nem ao menos avisar.,0,1,1,1,11,11,11,12,58
"Por mais promessas assim, ganha o Flamengo e o mundo se torna um lugar melhor. Com certeza essas crianas nunca iro esquecer esse dia. 
  vc foi to gigante quanto o time que voc torce",0,1,1,1,31,34,31,34,182
"ah vai dar o cu,pra me marcar em um meme ninguem qr,agr em sorteio",1,1,1,1,14,12,12,14,66
o viado com nudes novos no quer guerra com ningum...,1,1,1,1,9,9,9,10,52
"o sotaquezinho do mingyu enquanto fala ingls muito fofo pqp

""im so tired, im so tired, im so tired""",0,1,1,1,18,18,18,19,100
"todo mundo que no me der parabens eu vou tirar dos melhores amigos 

paz",0,1,1,1,13,14,13,14,72
"[3/8 13:40] Breno safada: A boa de hoje?
[3/8 13:40] Clarinha: Dormir
[3/8 13:40] Clarinha: Comer
[3/8 13:40] Breno safada: Toma uma sopinha
[3/8 13:40] Breno safada: Tomar no cuzinho
[3/8 13:41] Breno safada: Tomar uma sopinha
[3/8 13:41] Breno safada: Tomar na buceta",1,1,1,1,44,18,18,44,269
"paixo meu ovo, parem de esculachar o mlk, que ele no  feio no",1,1,1,1,12,12,11,13,61
"'tu vai querer peitar meu bonde? t s pode t maluco""",0,1,1,1,7,9,7,11,51
pqp mano... aaa ngm merece,1,1,1,1,5,4,4,5,26
"Eu tava gritando que nem uma retardada kkkkkkkk mas na hora de salvame a nica coisa que me salvou foi ter a Anah na passarela agachada e eu berrando pra ela me notar, no aconteceu, mas msm assim foi perfeito kkk",0,1,1,1,35,41,35,41,211
teu cu galado que vai ter tie break,1,1,1,1,8,7,7,8,35
"""eu tremo pra carioca? c t de deboche ent fala isso pro Knust e pro Orochi""
eu sinceramente largaria o mic e sairia da batalha dps dessa",0,1,1,1,21,27,21,27,136
"obrigada por ser para mim, um meio de encontrar paz na guerra.",0,1,1,1,11,12,11,12,62
presidente da oab sofre ameaas de morte e aciona a polcia federal,0,1,1,1,11,12,11,12,65
"credo, se for verdade mesmo ta feio demaaaais kkkkkk",1,1,1,1,8,8,7,9,52
mds no consigo escrever porra nenhuma,0,1,1,1,6,6,6,6,37
"sempre achei ela talentosa tb g, mas meu papel preferido dela foi em flor do caribe",0,1,1,1,13,16,13,16,83
eita porra kkkkkkkkkk,0,1,1,1,3,3,3,3,21
"caramba eu no tiro foto a dcadas, da vou tirar uma aqui e pqp 

bixo feio da disgrama kkkkkkkkkkkkkkkkk",1,1,1,1,19,16,16,19,103
hahaha Gente famosa aqui  uma coisa engraada. Quando eu tocava na noite sempre tinha algum famoso que era sumariamente esnobado por eu no ter a mais puta idia de quem era.,1,1,1,1,30,26,26,31,171
"quer me matar  inventar gracinha com a porra do meu nome, pelo menos da proxima vez fala algo que seja verdade! tmnc",1,1,1,1,22,22,22,22,116
coitadinhaaaaaaaaa desse bb :((,0,1,1,1,3,2,2,4,31
eu e quem,0,1,1,1,3,3,3,3,9
pqp eu to na merda to fudida chorando d desespero,1,1,1,1,10,10,10,10,49
"ah vi, seil  automtico eu olhar pro homem e imaginar o tamanho do pau",1,1,1,1,14,13,13,14,69
o pior  quando vc s ta sendo legal e a pessoa acha q vc quer beijar-la,0,1,1,1,15,15,15,16,70
puta trouxa sou uma,0,1,1,1,4,4,4,4,19
"se foder pedrao, bagulho ridculo",1,1,1,1,5,4,4,5,32
voc pode comear tirando esse y antes do lohan,0,1,1,1,8,8,8,9,45
"em casa, mainha q corta pra mim",0,1,1,1,7,7,7,7,31
que sensao horrvel  essa q eu to sentindo pqp,0,1,1,1,9,9,9,9,45
"um garoto de chernobyl mandou eu tomar no cu.

affs garoto txico.",1,1,1,1,12,9,9,12,65
"craque da rodada domingo, classificao herica na quarta e hoje esse presento. que semana pro rafinha",0,1,1,1,11,16,11,16,99
"no caralho, no",0,1,1,1,3,3,3,3,14
"eu acho que vc nem devia dar nenhuma satisfao. voc  um puta profissional, sua conscincia t limpa, tenho certeza.",1,1,1,1,18,16,15,19,112
teu cu,1,1,1,1,2,2,2,2,6
Duvivier vai odiar os baianos  dizer q eles so escrotos e paramilitares,1,1,1,1,11,9,9,12,71
caralho eu tbm fudeu,1,1,1,1,4,4,4,4,20
esse cidado  burro ou mal-intencionado? valha-me deus...,1,1,1,1,6,4,4,7,56
"dia feio,partiu dormi o dia todo",0,1,1,1,5,6,5,6,32
o cu assassino,1,1,1,1,3,2,2,3,14
"mano, to com tanta saudade do paulo, e me sentindo to merda. pqp viu",0,1,1,1,13,14,13,14,68
o jeito q minha mae mima mais o gato do q eu  surpreendente,0,1,1,1,11,12,11,13,59
perfeito eu diria kkkkkk,0,1,1,1,4,4,4,4,24
"macho: futebol no  pra mulher

futebol feminino:",1,1,1,1,5,5,5,7,48
"ta tarde pra virar tricolor ?? br ta visado pra caralho, parabns a todos os clubes com essas contrataes",0,1,1,1,17,19,17,19,103
vou ir pra pqp que e nem um casaco peguei kkkkkk,0,1,1,1,11,11,11,11,48
"dois ""dorme-sujo"" da porra",1,1,1,1,4,3,3,4,26
maldita torcida nica.,1,1,1,1,2,2,2,3,21
todo dia um tomar no cu diferente na minha vida,1,1,1,1,10,10,10,10,47
"to cansado do vdeo da sulista danando, toda hora repete",0,1,1,1,8,9,8,10,55
"se eu te dizer que vc nn  a mais feia, vc acredita?",1,1,1,1,12,11,11,12,51
esse nate merece mil tiros no meio do cu dele fdp fdp fdpppp,1,1,1,1,12,10,10,13,60
"o caso que reuniu o twitter inteiro!!!
quem no estava acordado nessa madrugada
no merece estar no twitter",0,1,1,1,16,18,16,18,105
cada   um voto  #mpn #luansantana #luansantanashow #luanetes,0,1,1,1,4,7,4,7,60
ana desaparece pqp,1,1,1,1,3,3,3,3,18
"""vai caar sua turma"" 
c foder rapaz, xinga direito caralho!! 
seu cara de pastel",1,1,1,1,14,11,11,14,80
esqueci o leo ligado dps de frita a batata e agr ta com cheio fodido de ruim a casa toda,0,1,1,1,19,20,19,20,88
guaran mineiro &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0,1,1,1,2,1,1,3,47
"Eu gosto de ti.. mas as vezes pego um rano tbm  Vem falar comigo, ai tu pode me explicar o porqu do rano... dilogo  tudo",0,1,1,1,22,25,22,25,120
tem alguns livros que eu li em pdf e queria tanto o fsico,0,1,1,1,11,13,11,13,57
"Papo reto aqui
Se voc usa ou pensa em usar isso aqui como argumento a favor do aborto, saiba que voc  L-I-X-O, ideias comparveis as de Hitler 

Pra voc  melhor e mais fcil evitar que pessoas pobres (geralmente minorias raciais) nasam do que diminuir ndices de pobreza",1,1,1,1,45,38,37,47,267
"O ministro da Justia e Segurana Pblica, Sergio Moro, revogou 70 portarias da pasta, 69 editadas por gestes anteriores e uma assinada por ele mesmo em janeiro deste ano.",0,1,1,1,17,29,17,29,168
"eu ainda no arrumei nada, aposto q vou esquecer muita coisa",0,1,1,1,10,11,10,11,59
no a comida e minha me e boa dmais pqp,0,1,1,1,10,10,10,10,38
quiser passar raiva quando o produtor  pau no cy e adia a srie tecnolgica que vc gosta: barry,1,1,1,1,17,13,13,18,93
asco!!!,0,0,0,0,0,0,0,1,7
so queria dizer q scorpia  um nenem e eu vou protege-la,0,1,1,1,8,10,8,11,55
"primeiro, s pra te avisar tem 9 ali.

segundo vai tomar no cu.",1,1,1,1,12,12,11,13,62
Dando trato na minha putinha,1,1,1,1,4,4,3,5,28
ai gente e a lexie quando descobriu que o mark tava saindo com a teddy tadinha da bichinha,0,1,1,1,15,18,15,18,90
t ficando com sdds ao pensar..em ir embora,0,1,1,1,7,8,7,8,42
somos todos  para a pgr senhor presidente,0,1,1,1,6,7,6,7,41
"Eleitor do Bolsonaro  to ignorante q no percebeu q a frase abaixo significa o seguinte:

 melhor falar um monte de bosta do que ficar calado.

Ainda transformaram em imagem bonitinha com citao e data hahhahahahhahahhahah.",1,1,1,1,33,30,30,35,221
"eu fico numa d quando meu v chega aqui em casa com falta de ar, da conta nem de andar direito tadin",0,1,1,1,20,22,20,22,99
o cara trabalha na gnt naqueles programas horrveis de moda,0,1,1,1,9,10,9,10,58
"incrvel como o homem quando no consegue o que quer ele j vira falando ""eu gorda ngm te quer"" aff homem eh txico",0,1,1,1,21,23,21,23,111
Um flagra: PETRALHAS pedindo VOTO aos eleitores de Paraty-RJ. O prefeito eleito em 2016 foi cassado por compra de votos. A nova eleio determinada pela Justia Eleitoral ser no prximo dia 04 de agosto.,1,1,1,1,33,26,25,34,199
"amor s pela minha coroa, novinha n gama atoa q esse eh o bonde dos canalha.. rs",0,1,1,1,15,17,15,17,79
quero juntar meus amigos pra fazer uma resenha la,0,1,1,1,9,9,9,9,49
ridcula kkkkkkkkkkkkkk,0,1,1,1,2,2,2,2,22
"eu tbm kkkkkkkkkkkk
hariany na vamos",0,1,1,1,6,6,6,6,36
"pqp mano, nao acredito que fizeram isso com mingi, s queria dpegar meu nen, encher ele de amor e carinho",1,1,1,1,20,17,17,20,104
t s maria hj,0,1,1,1,4,4,4,4,12
brincadeira de criana como  bom,0,1,1,1,5,5,5,5,31
"a pessoa  uma merda com todo mundo depois reclama de no ter amigos, sinceramente vai se foder",1,1,1,1,17,17,17,17,93
"Bosslogic: a

Todos os sites de cultura pop da face da terra: MEU DEUS QUE COISA MAIS FANTSTICA E REVOLUCIONRIA, VAMOS FAZER UMA MATRIA INTEIRA SOBRE ISSO",0,1,1,1,19,26,19,27,154
"a gente parcela a vergonha em 36x no crdito, t...",0,1,1,1,7,9,7,10,49
"minha marquinha ficou certinha na tatuagem, ta a coisa mais linda",0,1,1,1,10,11,10,11,65
"nao sei aonde to me metendo
nao sei como vou sair disso",0,1,1,1,12,12,12,12,55
guria linda da porra viu.,1,1,1,1,5,5,5,5,25
ento no vai,0,1,1,1,3,3,3,3,11
"eu apoio o pacote anticrimes.

#stfvergonhanacional",0,1,1,1,5,6,5,6,51
"virou point de so cristvo, venta pra l todo final de semana",0,1,1,1,10,12,10,12,59
hahahahahahha heri,0,1,1,1,1,1,1,2,18
algo de bom saindo do inferno astral,0,1,1,1,7,6,6,7,36
"contabilidade miga kkkk eu abri a porta e j falei meu deus conheo vc da onde, ai pensei caraca  me da malu kkk",0,1,1,1,20,23,20,23,110
"vamo se valorizar gente!!!! no nos que estamos perdendo,  a taylor swift que est perdendo a oportunidade de conhecer a gente
somos legais, engraados pra porra, lindos, cheirosos e no vazaramos nada",1,1,1,1,32,26,26,32,197
pq q essa vagabunda t rindo assim? #voleinaglobo,1,1,1,1,8,7,7,8,48
"t porra, tenho nimo  pra nada depois de uma semana de aula dessas",1,1,1,1,13,13,13,13,65
caralho pq n tao indo meus tweets,1,1,1,1,7,7,7,7,33
"Legal mesmo seria se vocs deixassem a vida particular da minha tia s pra ela mesma. No importa a posio poltica dela, o livre arbtrio existe pra isso mesmo. Imagina que chato seria se compartilhssemos SEMPRE a mesma ideia e pensamento?! Mesmice  chatssimo. DEIXEM-A!",0,1,1,1,35,42,35,44,265
demora meio ano pra responder ai dps quer que eu responda rpido,0,1,1,1,12,12,12,12,63
"ah, fds a porra toda tambm",1,1,1,1,6,6,6,6,26
"Dias Toffoli, Gilmar Mendes, Celso de Mello, Marco Aurlio de Mello, Ricardo Lewandowski, Luz Fux, Alexandre de Moraes... At quando teremos que carregar nas costas essa corja que s trs desservio para o povo Brasileiro?
#STFVergonhaNascional",1,1,1,1,35,29,28,36,239
"Tem poca que eu to super tranquilo e acessivel, mas tambem puta que pariu tem poca que basicamente eu to um nojo, quero saber de ninguem, quero falar com ninguem... 100% nem a pra porra nenhuma, meu nivel opaco fica mais intenso e eu prefiro ficar isolado.",0,1,1,1,41,46,41,47,256
"calou , puta",1,1,1,1,3,2,2,3,12
"lindo, mas no tenho cuidado e nem dinheiro pra isso",0,1,1,1,10,10,10,10,51
perfil que ainda fala de abel braga merece pica no cu,1,1,1,1,11,9,9,11,53
"vou passar 3 dias com um ser humano que conversa 24h por dia e deixa a porra do telefone no vibra, ou seja, aquela merda fica fazendo o barulho insuportvel do vibra sem um intervalo maior que 1 minuto (e isso o dia todoo). depois reclamam qnd eu fico puta",1,1,1,1,50,47,47,50,255
"Cada dia que passa, se mostra ser mais fascista.
""Diretor do Inpe ser exonerado aps crticas de Bolsonaro a dados do desmatamento""",0,1,1,1,20,21,20,22,129
enfia a considerao no cu ana paula que saco,1,1,1,1,9,8,8,9,43
"primeiro quem fala abraos espaciais????
segundo vai se fuder",1,1,1,1,9,8,8,9,60
"breaking party sempre produzindo umas festa foda e a prxima no vai ser diferente  
vem a noite do blackout",0,1,1,1,15,17,15,19,106
vsf toda foto que eu tiro com os outros minha franja fica muito no meu olho mal da pra me v,0,1,1,1,20,21,20,21,91
ta time da porra. #bbmp,1,1,1,1,4,4,4,5,23
"putsss, tu n vai acreditar vendi o pc ?",0,1,1,1,8,8,8,9,39
"So tenho uma louca em casa que minha familia resgatou ela do nosso poro pq a me dela tinha abandonado ela e ela tava super franquinha,recm nascida e agora ta gorda e super insuportvel porem ainda amamos ela e acho que ela tbm nos ama '-'",1,1,1,1,45,41,41,46,237
"Dizem que o crescimento de pessoas buscando astrologia se d por conta do estresse e ansiedade gerado pelo mundo moderno.

Creio que  porque o povo  espiritualmente burro, da buscam qualquer muleta para se apoiar em algo que aceite os seus pecados, dizendo que ""voc  assim"".",1,1,1,1,43,36,35,45,273
o sacramento  muito engraado pqp kkkkkkkkkkkk,1,1,1,1,6,5,5,6,45
o gold no me merece vai tomar no cu,1,1,1,1,9,9,9,9,35
porra saudades dos meus irmos 22 mane,0,1,1,1,7,7,7,7,37
se eu no tivesse com barrigo eu tava muito gato puta merda,1,1,1,1,12,11,11,12,58
vsf app txico do caralho,1,1,1,1,5,5,5,5,24
ento meninas eu deveria estar arrumando minha mala sabe...,0,1,1,1,8,8,7,9,58
"aqui dando conselhos, falando q a pessoa tem q se deixar sentir as coisas, fzr acontecer e pa, logo eu, q quando parece q eu vou sentir algo por algum, eu me afasto total e fao de tudo para acabar com esse sentimento 
Foda negah",0,1,1,1,40,44,40,45,228
o cara veio enrolando todo frouxo pra pedir uma foto comigo eu tirei n dei um sorriso lindssima fazendo a simptica o macho cheio de coisinha se me tirar da foto fica perfeita no vou postar em respeito a sua beleza e pra qu porra pediu ft se sabe que tu  feio infernoo,1,1,1,1,53,50,50,53,267
"caralho, que morte",1,1,1,1,3,3,3,3,18
"o stf no representa os interesses da soberania brasileira. passou a ser um brao de tudo o que  vil.

#stfvergonhanacional",0,1,1,1,18,20,18,20,121
